ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,N_VICTIMAS,FECHA_SINIESTRO,HORA_SINIESTRO,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,ID,Year,Rango_Edad
Conductor,Moto,Masculino,23,2017-10-30 00:00:00,1,2017-10-30,14:00:00,14,Cosquin Y Av. Cnel. Roca,Avenida,8,-58.46552171,-34.69374130,Moto-Pasajeros,Pasajeros,240,2017,21-40
Peaton,Peaton,Femenino,47,2017-11-06 00:00:00,1,2017-11-06,18:00:00,18,Av. Cnel. Roca 3555,Avenida,8,-58.44239720,-34.66777987,Peaton-Pasajeros,Pasajeros,241,2017,41-60
Conductor,Moto,Masculino,24,2017-11-07 00:00:00,1,2017-11-07,12:14:10,12,Av. Warnes Y Punta Arenas,Avenida,15,-58.47032551,-34.59626814,Moto-Cargas,Cargas,242,2017,21-40
Peaton,Peaton,Masculino,55,2017-11-16 00:00:00,1,2017-11-16,08:43:00,8,Del Barco Centenera Y Rabanal,Avenida,4,-58.41827843,-34.65522746,Peaton-Pasajeros,Pasajeros,243,2017,41-60
Peaton,Peaton,Femenino,60,2017-11-17 00:00:00,1,2017-11-17,11:45:00,11,Av. Gral. Enrique Mosconi Y San Nicolas,Avenida,11,-58.51280715,-34.59279388,Peaton-Cargas,Cargas,244,2017,61-90
Pasajero_Acompañante,Moto,Masculino,25,2017-11-19 00:00:00,1,2017-11-19,10:30:00,10,Av. Lafuente Y Av. Eva Peron,Avenida,7,-58.46258582,-34.64385704,Moto-Objeto Fijo,Objeto Fijo,245,2017,21-40
Pasajero_Acompañante,Auto,Femenino,15,2017-11-19 00:00:00,1,2017-11-19,22:30:00,22,Av. Cnel. Roca Y Av. Escalada,Avenida,8,-58.45064148,-34.68003614,Auto-Objeto Fijo,Objeto Fijo,246,2017,1-20
Conductor,Moto,Masculino,24,2017-11-19 00:00:00,1,2017-11-19,23:22:17,23,Au Arturo Frondizi Pkm 3100,Autopista,4,.,.,Moto-Pasajeros,Pasajeros,247,2017,21-40
Peaton,Peaton,Femenino,22,2017-11-23 00:00:00,1,2017-11-23,19:45:00,19,Av. La Plata Y Av. Pedro Goyena,Avenida,6,-58.42717783,-34.62513374,Peaton-Pasajeros,Pasajeros,248,2017,21-40
Conductor,Auto,Masculino,50,2017-11-25 00:00:00,1,2017-11-25,21:45:00,21,Trelles Y Gral. Cesar Diaz,Calle,11,-58.46442001,-34.60724519,Auto-Pasajeros,Pasajeros,249,2017,41-60
Pasajero_Acompañante,Auto,Femenino,50,2017-11-26 00:00:00,1,2017-11-26,06:45:00,6,Av. Cnel. Roca Y Colectora Av. Gral. Paz,Gral Paz,8,-58.47064556,-34.69843756,Auto-Objeto Fijo,Objeto Fijo,250,2017,41-60
Conductor,Moto,Masculino,58,2017-11-26 00:00:00,1,2017-11-26,17:05:00,17,Maza Y Don Bosco,Calle,5,-58.41677733,-34.61223119,Moto-Auto,Auto,251,2017,41-60
Conductor,Moto,Masculino,49,2017-11-28 00:00:00,1,2017-11-28,11:15:00,11,Av. Gral. Paz Y Av. Eva Peron,Gral Paz,9,-58.50251790,-34.67450313,Moto-Auto,Auto,252,2017,41-60
Peaton,Peaton,Femenino,82,2017-11-29 00:00:00,1,2017-11-29,10:45:00,10,Av. San Juan Y La Rioja,Avenida,3,-58.40708125,-34.62438894,Peaton-Pasajeros,Pasajeros,253,2017,61-90
Peaton,Peaton,Masculino,13,2017-11-30 00:00:00,1,2017-11-30,12:20:00,12,Av. Paseo Colon Y Mexico,Avenida,1,-58.36947198,-34.61477051,Peaton-Pasajeros,Pasajeros,254,2017,1-20
Peaton,Peaton,Masculino,56,2017-12-04 00:00:00,1,2017-12-04,01:15:00,1,Av. Rivadavia Y Miralla,Avenida,9,-58.51140889,-34.63934531,Peaton-Auto,Auto,255,2017,41-60
Peaton,Peaton,Masculino,42,2017-12-04 00:00:00,1,2017-12-04,02:15:00,2,Vieytes Y Lujan,Calle,4,-58.37460912,-34.65559133,Peaton-Pasajeros,Pasajeros,256,2017,41-60
Ciclista,Bicicleta,Masculino,19,2017-12-06 00:00:00,1,2017-12-06,17:30:00,17,Cachi Y Traful,Calle,4,-58.41146277,-34.65073916,Bicicleta-Pasajeros,Pasajeros,257,2017,1-20
Pasajero_Acompañante,Moto,Masculino,42,2017-12-12 00:00:00,2,2017-12-11,02:00:00,2,Rosario Y Av. La Plata,Avenida,6,-58.42855267,-34.61829385,Moto-Pasajeros,Pasajeros,258,2017,41-60
Conductor,Moto,Masculino,30,2017-12-12 00:00:00,2,2017-12-11,02:00:00,2,Rosario Y Av. La Plata,Avenida,6,-58.42855267,-34.61829385,Moto-Pasajeros,Pasajeros,259,2017,21-40
Peaton,Peaton,Masculino,76,2017-12-11 00:00:00,1,2017-12-11,09:15:00,9,Av. Entre Rios Y Av. Caseros ,Avenida,4,-58.39035581,-34.63412287,Peaton-Pasajeros,Pasajeros,260,2017,61-90
Conductor,Auto,Masculino,53,2017-12-17 00:00:00,1,2017-12-17,09:02:00,9,Av. Gral. Paz Y Humaita,Gral Paz,9,-58.52866211,-34.64597065,Auto-Pasajeros,Pasajeros,261,2017,41-60
Conductor,Moto,Masculino,32,2017-12-18 00:00:00,1,2017-12-18,21:30:00,21,Gualeguaychu Y Colectora Av. Gral Paz,Gral Paz,11,-58.52037476,-34.59407024,Moto-Auto,Auto,262,2017,21-40
Conductor,Moto,Masculino,27,2017-12-20 00:00:00,1,2017-12-20,04:31:27,4,Av. Independencia Y Virrey Cevallos,Avenida,1,-58.38896772,-34.61799615,Moto-Auto,Auto,263,2017,21-40
Peaton,Peaton,Femenino,30,2017-12-22 00:00:00,1,2017-12-22,13:15:00,13,Av. Nazca 365,Avenida,7,-58.47074114,-34.62771756,Peaton-Moto,Moto,264,2017,21-40
Peaton,Peaton,Femenino,30,2017-12-26 00:00:00,1,2017-12-26,15:30:00,15,Av. Eva Peron 5249,Avenida,9,-58.48200819,-34.65969965,Peaton-Auto,Auto,265,2017,21-40
Peaton,Peaton,Masculino,83,2018-01-02 00:00:00,1,2018-01-01,22:50:00,22,San Juan Av. Y Rincón,Avenida,3,-58.39536773,-34.62297346,Peaton-Moto,Moto,266,2018,61-90
Ciclista,Bicicleta,Femenino,26,2018-01-03 00:00:00,1,2018-01-03,16:40:00,16,Peru 937,Calle,1,-58.37456088,-34.61895467,Bicicleta-Pasajeros,Pasajeros,267,2018,21-40
Peaton,Peaton,Femenino,58,2018-01-05 00:00:00,1,2018-01-05,10:12:00,10,Pueyrredon Honorio Dr. Av. Y Galicia,Avenida,15,-58.44860217,-34.60395657,Multiple,Multiple,268,2018,41-60
Conductor,Moto,Masculino,39,2018-01-09 00:00:00,1,2018-01-09,09:40:00,9,Del Libertador Av. Y Manzanares,Avenida,13,-58.46129513,-34.54332766,Multiple,Multiple,269,2018,21-40
Peaton,Peaton,Masculino,54,2018-01-09 00:00:00,1,2018-01-09,22:30:00,22,Paseo Colon Av. 1019,Avenida,1,-58.36907201,-34.61953517,Peaton-Pasajeros,Pasajeros,270,2018,41-60
Ciclista,Bicicleta,Femenino,45,2018-01-10 00:00:00,1,2018-01-10,21:15:00,21,Valle Y Barco Centenera Del,Calle,6,-58.44062219,-34.62499107,Bicicleta-Pasajeros,Pasajeros,271,2018,41-60
Conductor,Auto,Masculino,46,2018-01-11 00:00:00,1,2018-01-11,02:30:00,2,Au Perito Moreno  Km 0.6,Autopista,9,-58.52502765,-34.63601265,Auto-Auto,Auto,272,2018,41-60
Conductor,Moto,Femenino,32,2018-01-12 00:00:00,1,2018-01-12,17:50:00,17,Huergo Ing. Av. E Independencia Av.,Avenida,1,-58.36659655,-34.61687778,Moto-Cargas,Cargas,273,2018,21-40
Conductor,Moto,Masculino,19,2018-01-14 00:00:00,1,2018-01-14,02:00:00,2,Pilcomayo Y Brown Alte. Av.,Avenida,4,-58.36737389,-34.62763661,Moto-Moto,Moto,274,2018,1-20
Conductor,Moto,Masculino,40,2018-01-18 00:00:00,1,2018-01-18,05:10:00,5,Cervantes Y Belaustegui Luis Dr.,Calle,10,-58.49807953,-34.63038658,Moto-Cargas,Cargas,275,2018,41-60
Peaton,Peaton,Masculino,84,2018-01-19 00:00:00,1,2018-01-19,10:30:00,10,Callao Y Vte. Lopez,Avenida,2,-58.39092703,-34.59088447,Peaton-Pasajeros,Pasajeros,276,2018,61-90
Conductor,Moto,Masculino,20,2018-01-26 00:00:00,1,2018-01-26,13:30:00,13,Oliden Y Chilavert Martiniano Coronel,Calle,8,-58.46912006,-34.68049201,Moto-Pasajeros,Pasajeros,277,2018,21-40
Conductor,Moto,Masculino,44,2018-01-28 00:00:00,1,2018-01-28,08:15:00,8,Congreso Av. Y Galvan,Avenida,12,-58.48661286,-34.56786129,Moto-Auto,Auto,278,2018,41-60
Peaton,Peaton,Masculino,42,2018-02-04 00:00:00,1,2018-01-31,20:00:00,20,Moreno Perito Av. Y Rivera Indarte,Avenida,7,-58.44074927,-34.65080597,Peaton-Moto,Moto,279,2018,41-60
Conductor,Moto,Masculino,28,2018-02-06 00:00:00,2,2018-02-06,01:00:00,1,Australia Av. 2800,Avenida,4,-58.38636298,-34.64684275,Moto-Pasajeros,Pasajeros,280,2018,21-40
Pasajero_Acompañante,Moto,Masculino,19,2018-02-06 00:00:00,2,2018-02-06,01:00:00,1,Australia Av. 2800,Avenida,4,-58.38636298,-34.64684275,Moto-Pasajeros,Pasajeros,281,2018,1-20
Conductor,Moto,Masculino,31,2018-02-15 00:00:00,1,2018-02-15,10:15:00,10,Del Libertador Av. Y Ramos Mejia Jose Maria Dr. Av.,Avenida,1,-58.37533517,-34.59276462,Moto-Cargas,Cargas,282,2018,21-40
Peaton,Peaton,Masculino,35,2018-02-20 00:00:00,1,2018-02-17,04:15:00,4,San Pedrito Av. Y Rivadavia Av.,Avenida,7,-58.46963952,-34.63070603,Peaton-Auto,Auto,283,2018,21-40
Conductor,Moto,Masculino,26,2018-02-17 00:00:00,1,2018-02-17,07:15:00,7,Isabel La Catolica Y Salvadores Cnel.,Calle,4,-58.37207554,-34.64543658,Moto-Cargas,Cargas,284,2018,21-40
Peaton,Peaton,Femenino,80,2018-02-17 00:00:00,1,2018-02-17,12:30:00,12,Las Heras General Av. Y Callao Av.,Avenida,2,-58.39189441,-34.59176378,Peaton-Pasajeros,Pasajeros,285,2018,61-90
Conductor,Moto,Masculino,26,2018-02-19 00:00:00,1,2018-02-19,22:00:00,22,Fernandez De La Cruz Subida Au Héctor J. Cámpora,Autopista,8,-58.45012957,-34.66518343,Moto-Cargas,Cargas,286,2018,21-40
Peaton,Peaton,Femenino,62,2018-02-22 00:00:00,1,2018-02-22,10:45:00,10,Amancio Alcorta Y Zavaleta,Avenida,4,-58.40184094,-34.64546845,Peaton-Pasajeros,Pasajeros,287,2018,61-90
Conductor,Moto,Masculino,28,2018-02-24 00:00:00,1,2018-02-24,00:00:00,0,Montes De Oca Manuel Y Olavarria,Avenida,4,-58.37441153,-34.63966783,Moto-Cargas,Cargas,288,2018,21-40
Conductor,Moto,Masculino,28,2018-02-24 00:00:00,1,2018-02-24,06:00:00,6,Barco Centenera Del Y Rosario,Calle,6,-58.44110156,-34.62082399,Moto-Auto,Auto,289,2018,21-40
Peaton,Peaton,Masculino,70,2018-02-28 00:00:00,1,2018-02-28,23:00:00,23,Alvarez Thomas Av. Y Donado,Avenida,15,-58.47087351,-34.57827342,Peaton-Cargas,Cargas,290,2018,61-90
Peaton,Peaton,Masculino,70,2018-03-05 00:00:00,1,2018-03-04,22:30:00,22,Av. Avellaneda Y Av. Boyacá,Avenida,7,-58.45962210,-34.62245140,Peaton-Auto,Auto,291,2018,61-90
Conductor,Movil,Masculino,24,2018-03-09 00:00:00,2,2018-03-09,04:45:00,4,Rabanal Francisco Intendente Av. Y Saenz Av.,Avenida,4,-58.41657793,-34.65476216,Movil-Cargas,Cargas,292,2018,21-40
Pasajero_Acompañante,Movil,Masculino,30,2018-03-09 00:00:00,2,2018-03-09,04:45:00,4,Rabanal Francisco Intendente Av. Y Saenz Av.,Avenida,4,-58.41657793,-34.65476216,Movil-Cargas,Cargas,293,2018,21-40
Peaton,Peaton,Femenino,74,2018-03-11 00:00:00,1,2018-03-11,23:00:00,23,Castro Y Rondeau,Calle,5,-58.41911301,-34.63722107,Peaton-Moto,Moto,294,2018,61-90
Peaton,Peaton,Masculino,71,2018-03-13 00:00:00,1,2018-03-13,15:45:00,15,Bilbao Francisco Av. Y Azul,Avenida,9,-58.47120586,-34.64251042,Peaton-Cargas,Cargas,295,2018,61-90
Conductor,Moto,Masculino,26,2018-03-15 00:00:00,1,2018-03-15,18:00:00,18,Nazca Av. Y Gaona Av.,Avenida,11,-58.47418944,-34.62049672,Moto-Auto,Auto,296,2018,21-40
Conductor,Moto,Masculino,24,2018-03-20 00:00:00,1,2018-03-20,01:30:00,1,Plaza Y Alvarez Thomas Av.,Avenida,15,-58.46720441,-34.57905579,Moto-Moto,Moto,297,2018,21-40
Conductor,Moto,Masculino,31,2018-03-28 00:00:00,1,2018-03-28,10:15:00,10,Gaona Av. Y Artigas Jose Gervasio Gral.,Avenida,11,-58.46909362,-34.61779710,Moto-Cargas,Cargas,298,2018,21-40
Peaton,Peaton,Masculino,70,2018-04-02 00:00:00,1,2018-04-02,13:00:00,13,Cabildo Av. Y Aguilar,Avenida,13,-58.44704343,-34.56888640,Peaton-Pasajeros,Pasajeros,299,2018,61-90
Conductor,Moto,Femenino,42,2018-04-10 00:00:00,1,2018-04-07,07:30:00,7,Camarones Y Lope De Vega Av.,Avenida,10,-58.50535541,-34.62902048,Moto-Cargas,Cargas,300,2018,41-60
Peaton,Peaton,Masculino,24,2018-04-11 00:00:00,1,2018-04-11,18:15:00,18,Santa Fe Av. 2320,Avenida,2,-58.40021675,-34.59522198,Peaton-Pasajeros,Pasajeros,301,2018,21-40
Peaton,Peaton,Femenino,39,2018-04-12 00:00:00,1,2018-04-12,16:45:00,16,Av. Rivadavia 6950,Avenida,7,-58.46325991,-34.62919627,Peaton-Pasajeros,Pasajeros,302,2018,21-40
Conductor,Moto,Masculino,37,2018-04-15 00:00:00,1,2018-04-13,23:15:00,23,Av. San Martín Y Argerich,Avenida,15,-58.49471482,-34.59694755,Moto-Auto,Auto,303,2018,21-40
Peaton,Peaton,Masculino,84,2018-04-19 00:00:00,1,2018-04-18,18:45:00,18,Cordoba Av. Y Uriburu Jose E. Pres.,Avenida,2,-58.39872610,-34.59975962,Peaton-Cargas,Cargas,304,2018,61-90
Peaton,Peaton,Femenino,59,2018-04-20 00:00:00,2,2018-04-20,17:10:00,17,Av. Rivadavia 1571,Avenida,1,-58.38872177,-34.60885045,Peaton-Auto,Auto,305,2018,41-60
Peaton,Peaton,Masculino,61,2018-04-20 00:00:00,2,2018-04-20,17:10:00,17,Av. Rivadavia 1571,Avenida,1,-58.38872177,-34.60885045,Peaton-Auto,Auto,306,2018,61-90
Peaton,Peaton,Masculino,37,2018-04-21 00:00:00,1,2018-04-21,22:15:00,22,Autopista Lugones Km 4.7,Autopista,14,.,.,Peaton-Auto,Auto,307,2018,21-40
Peaton,Peaton,Femenino,42,2018-04-27 00:00:00,1,2018-04-27,11:00:00,11,Ramon Freire Y Virrey Olaguer Y Feliu,Calle,13,-58.45686132,-34.57305993,Peaton-Cargas,Cargas,308,2018,41-60
Peaton,Peaton,Femenino,78,2018-04-27 00:00:00,1,2018-04-27,13:30:00,13,La Plata Av. Y Fernandez De La Cruz F. Gral. Av.,Avenida,4,-58.42281627,-34.64282424,Peaton-Pasajeros,Pasajeros,309,2018,61-90
Pasajero_Acompañante,Moto,Masculino,23,2018-04-27 00:00:00,1,2018-04-27,18:43:00,18,Brandsen Y Perdriel,Calle,4,-58.38666024,-34.63953396,Moto-Cargas,Cargas,310,2018,21-40
Conductor,Moto,Masculino,25,2018-04-29 00:00:00,1,2018-04-28,06:30:00,6,Vilardebo Teodoro Y Alvarez Jonte Av.,Avenida,11,-58.49122843,-34.61207587,Moto-Auto,Auto,311,2018,21-40
Peaton,Peaton,Femenino,50,2018-04-28 00:00:00,1,2018-04-28,09:00:00,9,Alberti E Independencia Av.,Avenida,3,-58.40098306,-34.61866627,Peaton-Auto,Auto,312,2018,41-60
Conductor,Auto,Masculino,60,2018-04-30 00:00:00,1,2018-04-30,07:00:00,7,Alvarez Thomas Av. 879,Avenida,13,-58.45448963,-34.57916920,Auto-Cargas,Cargas,313,2018,61-90
Peaton,Peaton,Masculino,11,2018-05-02 00:00:00,1,2018-05-02,03:15:00,3,Av. Gral. Paz Y Av. Rivadavia,Gral Paz,9,-58.52927982,-34.63931752,Peaton-Auto,Auto,314,2018,1-20
Peaton,Peaton,Masculino,82,2018-05-09 00:00:00,1,2018-05-08,19:00:00,19,Av. Corrientes Y Av. Dorrego,Avenida,15,-58.44759966,-34.59170240,Peaton-Pasajeros,Pasajeros,315,2018,61-90
Peaton,Peaton,Masculino,57,2018-05-16 00:00:00,1,2018-05-09,10:30:00,10,Rivadavia Av. Y Pedernera,Avenida,7,-58.46411215,-34.62925068,Peaton-Pasajeros,Pasajeros,316,2018,41-60
Peaton,Peaton,Femenino,40,2018-05-13 00:00:00,1,2018-05-11,19:15:00,19,Quesada 2300,Calle,13,-58.46213220,-34.55395823,Peaton-Auto,Auto,317,2018,41-60
Peaton,Peaton,Femenino,47,2018-05-24 00:00:00,1,2018-05-14,18:45:00,18,Cabildo Av. Y Juramento Av.,Avenida,13,-58.45669422,-34.56203610,Peaton-Pasajeros,Pasajeros,318,2018,41-60
Peaton,Peaton,Femenino,57,2018-05-15 00:00:00,1,2018-05-15,21:15:00,21,California Y Carbonari Francisco Cmte.,Calle,4,-58.35977160,-34.64341878,Peaton-Auto,Auto,319,2018,41-60
Peaton,Peaton,Masculino,78,2018-05-19 00:00:00,1,2018-05-18,20:30:00,20,Carril Salvador Maria Del Av. Y Nazca,Avenida,15,-58.49820145,-34.59070093,Peaton-Pasajeros,Pasajeros,320,2018,61-90
Conductor,Moto,Masculino,43,2018-05-20 00:00:00,1,2018-05-20,02:30:00,2,San Luis Y Aguero,Calle,3,-58.41059280,-34.59939180,Moto-Auto,Auto,321,2018,41-60
Peaton,Peaton,Femenino,86,2018-05-25 00:00:00,1,2018-05-22,11:15:00,11,Lugones 2430,Calle,12,-58.47969138,-34.57121563,Peaton-Bicicleta,Bicicleta,322,2018,61-90
Conductor,Moto,Masculino,21,2018-05-29 00:00:00,1,2018-05-29,07:30:00,7,Independencia Av. Y Jujuy Av.,Avenida,3,-58.40351561,-34.61883916,Moto-Auto,Auto,323,2018,21-40
Peaton,Peaton,Femenino,69,2018-06-04 00:00:00,1,2018-06-02,13:00:00,13,Av. Rivadavia 11050,Avenida,9,-58.51973844,-34.63918987,Peaton-Pasajeros,Pasajeros,324,2018,61-90
Conductor,Moto,Masculino,33,2018-06-04 00:00:00,1,2018-06-03,03:30:00,3,Combate De Los Pozos Y Humberto 1°,Calle,3,-58.39311376,-34.62163006,Moto-Pasajeros,Pasajeros,325,2018,21-40
Conductor,Moto,Masculino,26,2018-06-13 00:00:00,1,2018-06-03,06:30:00,6,Cordoba Av. Y Thames,Avenida,15,-58.43531242,-34.59082159,Moto-Auto,Auto,326,2018,21-40
Conductor,Moto,Masculino,54,2018-06-08 00:00:00,1,2018-06-08,06:20:00,6,Garay Juan De Av. Y Sanchez De Loria,Avenida,5,-58.41178165,-34.63035454,Moto-Movil,Otro,327,2018,41-60
Peaton,Peaton,Masculino,51,2018-06-08 00:00:00,1,2018-06-08,12:50:00,12,Lavalle Y Alem Leandro N. Av.,Avenida,1,-58.37048800,-34.60189492,Peaton-Pasajeros,Pasajeros,328,2018,41-60
Conductor,Moto,Masculino,51,2018-06-10 00:00:00,1,2018-06-10,11:15:00,11,Estados Unidos Y Pichincha,Calle,3,-58.39883882,-34.61964833,Moto-Moto,Moto,329,2018,41-60
Peaton,Peaton,Masculino,32,2018-06-14 00:00:00,1,2018-06-14,01:00:00,1,Rosario Y Barco Centenera Del,Calle,6,-58.44110156,-34.62082399,Peaton-Cargas,Cargas,330,2018,21-40
Peaton,Peaton,Femenino,28,2018-06-17 00:00:00,1,2018-06-16,21:15:00,21,Av. Leandro N. Alem Y Viamonte,Avenida,1,-58.37093138,-34.59952725,Peaton-Pasajeros,Pasajeros,331,2018,21-40
Conductor,Auto,Masculino,30,2018-06-25 00:00:00,1,2018-06-25,01:15:00,1,Varela Av. Y Primera Junta,Avenida,7,-58.45855262,-34.63953253,Auto-Cargas,Cargas,332,2018,21-40
Conductor,Moto,Masculino,35,2018-06-26 00:00:00,1,2018-06-26,17:30:00,17,Pellegrini Carlos Y Juncal,Calle,1,-58.38161909,-34.59283447,Moto-Cargas,Cargas,333,2018,21-40
Peaton,Peaton,Masculino,73,2018-06-28 00:00:00,1,2018-06-28,11:00:00,11,Av. Corrientes Y Av. Federico Lacroze,Avenida,15,-58.45511899,-34.58698157,Peaton-Pasajeros,Pasajeros,334,2018,61-90
Pasajero_Acompañante,Pasajeros,Femenino,81,2018-07-06 00:00:00,1,2018-06-29,16:15:00,16,Montes De Oca Manuel Y Finochietto Enrique Dr.,Avenida,4,-58.37724226,-34.62973033,Pasajeros-Auto,Auto,335,2018,61-90
Conductor,Moto,Masculino,21,2018-07-01 00:00:00,1,2018-07-01,09:00:00,9,Carabobo Av. Y Alberdi Juan Bautista Av.,Avenida,7,-58.45546217,-34.62930339,Moto-Auto,Auto,336,2018,21-40
Ciclista,Bicicleta,Masculino,20,2018-07-04 00:00:00,1,2018-07-04,21:45:00,21,"Córdoba Av. 2215

",Avenida,2,-58.39897064,-34.59954925,Bicicleta-Pasajeros,Pasajeros,337,2018,21-40
Conductor,Moto,Masculino,33,2018-07-07 00:00:00,1,2018-07-07,15:45:00,15,Estados Unidos Y Urquiza Gral.,Calle,3,-58.40917826,-34.62126274,Moto-Pasajeros,Pasajeros,338,2018,21-40
Conductor,Moto,Masculino,42,2018-07-10 00:00:00,1,2018-07-10,17:50:00,17,Moreno Y Av. Huergo,Avenida,1,-58.36726348,-34.61099738,Moto-Cargas,Cargas,339,2018,41-60
Conductor,Moto,Masculino,27,2018-07-13 00:00:00,1,2018-07-11,13:15:00,13,Au Dellepiane Kilometro 0.0 Altura Calle Montiel Sentido Hacia El Centro Porteño,Autopista,8,-58.48267426,-34.68454456,Moto-Cargas,Cargas,340,2018,21-40
Peaton,Peaton,Femenino,67,2018-07-11 00:00:00,1,2018-07-11,15:45:00,15,Iriarte Gral. Av. 3400,Avenida,4,-58.39546165,-34.65168841,Peaton-Cargas,Cargas,341,2018,61-90
Conductor,Auto,Masculino,25,2018-07-14 00:00:00,1,2018-07-14,06:04:00,6,Av. Juan B. Alberdi 2968,Avenida,7,-58.46941984,-34.63376545,Auto-Cargas,Cargas,342,2018,21-40
Peaton,Peaton,Masculino,23,2018-07-15 00:00:00,1,2018-07-15,07:30:00,7,Del Libertador Av. Y Ortiz De Ocampo,Avenida,14,-58.40367321,-34.58129246,Peaton-Auto,Auto,343,2018,21-40
Conductor,Auto,Masculino,73,2018-07-16 00:00:00,1,2018-07-16,09:30:00,9,Chavez Jorge Y Paz Gral. Av.,Calle,9,-58.52932872,-34.65014993,Auto-Cargas,Cargas,344,2018,61-90
Conductor,Auto,Masculino,58,2018-07-17 00:00:00,1,2018-07-16,23:15:00,23,Urquiza Gral. Y Estados Unidos,Calle,3,-58.40917826,-34.62126274,Auto-Cargas,Cargas,345,2018,41-60
Peaton,Peaton,Masculino,27,2018-07-21 00:00:00,1,2018-07-21,06:15:00,6,Paraguay Y Sánchez De Bustamante,Calle,2,-58.41264127,-34.59473294,Peaton-Auto,Auto,346,2018,21-40
Peaton,Peaton,Masculino,42,2018-07-23 00:00:00,1,2018-07-23,07:15:00,7,De Los Corrales Av. Y Paz Gral. Av.,Gral Paz,9,-58.50877521,-34.66977709,Peaton-Cargas,Cargas,347,2018,41-60
Peaton,Peaton,Masculino,26,2018-07-25 00:00:00,1,2018-07-25,22:22:00,22,Alberdi Juan Bautista Av. Y Carhue,Avenida,9,-58.51232237,-34.65903530,Peaton-Auto,Auto,348,2018,21-40
Peaton,Peaton,Masculino,35,2018-07-29 00:00:00,1,2018-07-29,06:30:00,6,Castañares Av. Y Rivera Indarte Av.,Avenida,7,-58.44744156,-34.64567171,Multiple,Multiple,349,2018,21-40
Conductor,Moto,Femenino,17,2018-08-01 00:00:00,1,2018-08-01,15:53:00,15,Larrazabal Y Garzon Eugenio Gral. Av.,Avenida,9,-58.49441273,-34.65869968,Moto-Cargas,Cargas,350,2018,1-20
Conductor,Moto,Masculino,42,2018-08-02 00:00:00,1,2018-08-02,05:20:00,5,Paz Gral. Av. Y Fernandez De La Cruz F. Gral. Av.,Gral Paz,8,-58.47976785,-34.69153196,Moto-Cargas,Cargas,351,2018,41-60
Peaton,Peaton,Masculino,45,2018-08-03 00:00:00,1,2018-08-03,07:25:00,7,Av. Alicia Moreau De Justo Y Cochabamba,Avenida,1,-58.36523349,-34.62260331,Peaton-Cargas,Cargas,352,2018,41-60
Pasajero_Acompañante,Moto,Femenino,22,2018-08-03 00:00:00,2,2018-08-03,18:16:00,18,Entre Rios Av. Y Garay Juan De Av.,Avenida,3,-58.39118948,-34.62704273,Moto-Pasajeros,Pasajeros,353,2018,21-40
Conductor,Moto,Masculino,30,2018-08-03 00:00:00,2,2018-08-03,18:16:00,18,Entre Rios Av. Y Garay Juan De Av.,Avenida,3,-58.39118948,-34.62704273,Moto-Pasajeros,Pasajeros,354,2018,21-40
Peaton,Peaton,Masculino,40,2018-08-10 00:00:00,1,2018-08-10,21:44:00,21,Directorio Av. Y Guardia Nacional,Avenida,9,-58.49019551,-34.65015854,Peaton-Pasajeros,Pasajeros,355,2018,41-60
Peaton,Peaton,Masculino,75,2018-08-20 00:00:00,1,2018-08-15,19:20:00,19,Pavon Av. Y Colombres,Avenida,5,-58.41644362,-34.63023775,Peaton-Pasajeros,Pasajeros,356,2018,61-90
Conductor,Moto,Masculino,42,2018-08-17 00:00:00,1,2018-08-17,16:36:00,16,Av. Gral. Paz Y Av. Dr. Ricardo Balbín,Gral Paz,12,-58.50073810,-34.54979510,Moto-Cargas,Cargas,357,2018,41-60
Peaton,Peaton,Masculino,80,2018-08-17 00:00:00,1,2018-08-17,17:56:00,17,Pichincha Av. Y Brasil,Avenida,4,-58.39626094,-34.63036565,Peaton-Pasajeros,Pasajeros,358,2018,61-90
Conductor,Moto,Masculino,27,2018-08-18 00:00:00,1,2018-08-18,10:34:00,10,27 De Febrero Av. Y Pergamino,Avenida,8,-58.43284809,-34.67051543,Moto-Auto,Auto,359,2018,21-40
Pasajero_Acompañante,Auto,Femenino,23,2018-08-19 00:00:00,1,2018-08-19,18:47:00,18,Au Perito Moreno Km 1.8 Altura Barragan Sentido Pba,Autopista,9,-58.52280139,-34.63659934,Auto-Auto,Auto,360,2018,21-40
Conductor,Moto,Masculino,23,2018-08-20 00:00:00,1,2018-08-20,08:20:00,8,Cordoba Av. Y Gascon,Avenida,14,-58.42336930,-34.59774487,Moto-Auto,Auto,361,2018,21-40
Peaton,Peaton,Masculino,24,2018-08-20 00:00:00,1,2018-08-20,08:41:00,8,15 De Noviembre De 1889 1513,Calle,1,-58.38691681,-34.63105973,Peaton-Pasajeros,Pasajeros,362,2018,21-40
Conductor,Moto,Masculino,32,2018-08-23 00:00:00,1,2018-08-23,05:35:00,5,Salguero Jeronimo Y Beruti,Calle,14,-58.41169020,-34.58579880,Moto-Pasajeros,Pasajeros,363,2018,21-40
